genero,ocupacion,sector,edad,escolaridad,informal,municipio,factor
F,independiente,Servicios,25-49,Primaria o Secundaria,1,guadalupe,477
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,guadalupe,477
F,trabajador,Servicios,50-59,Primaria o Secundaria,1,guadalupe,477
H,trabajador,Comercio,65-130,Primaria o Secundaria,1,guadalupe,477
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,guadalupe,477
F,trabajador,Comercio,50-59,Primaria o Secundaria,0,guadalupe,477
H,trabajador,Construcción,25-49,Primaria o Secundaria,0,guadalupe,477
H,trabajador,Servicios,25-49,Licenciatura,1,guadalupe,418
H,trabajador,Gobierno,18-24,Licenciatura,0,guadalupe,418
H,trabajador,Comercio,18-24,Licenciatura,0,guadalupe,418
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,guadalupe,418
H,independiente,Comercio,65-130,Primaria o Secundaria,0,guadalupe,418
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,guadalupe,418
H,trabajador,Comercio,50-59,Primaria o Secundaria,1,guadalupe,418
H,independiente,Transporte y comunicaciones,50-59,Carrera técnica o preparatoria,1,escobedo,526
H,trabajador,Transporte y comunicaciones,25-49,Licenciatura,0,escobedo,526
H,independiente,Servicios,60-64,Carrera técnica o preparatoria,0,escobedo,526
F,trabajador,Gobierno,18-24,Licenciatura,0,escobedo,526
H,trabajador,Servicios,50-59,Primaria o Secundaria,0,escobedo,526
F,trabajador,Servicios,18-24,Licenciatura,1,escobedo,526
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,monterrey,395
H,independiente,Construcción,65-130,Primaria o Secundaria,1,monterrey,395
H,trabajador,Servicios,18-24,Primaria o Secundaria,1,monterrey,395
F,trabajador,Servicios,18-24,Primaria o Secundaria,1,monterrey,395
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,monterrey,295
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,monterrey,295
H,independiente,Comercio,50-59,Licenciatura,1,monterrey,295
H,trabajador,Servicios,18-24,Primaria o Secundaria,0,san_nicolas,528
H,independiente,Comercio,65-130,Carrera técnica o preparatoria,1,san_nicolas,528
H,trabajador,Servicios,50-59,Licenciatura,0,san_nicolas,528
H,trabajador,Otro,25-49,Carrera técnica o preparatoria,0,santa_catarina,488
F,trabajador,Comercio,18-24,Carrera técnica o preparatoria,0,santa_catarina,488
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,santa_catarina,488
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,santa_catarina,488
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,santa_catarina,488
H,trabajador,Servicios,50-59,Carrera técnica o preparatoria,1,santa_catarina,409
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,santa_catarina,409
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,santa_catarina,409
H,independiente,Servicios,25-49,Sin Instrucción,1,apodaca,409
H,trabajador,Industria manufacturera,50-59,Carrera técnica o preparatoria,0,apodaca,409
H,trabajador,Comercio,25-49,Licenciatura,0,apodaca,409
F,independiente,Comercio,25-49,Carrera técnica o preparatoria,1,apodaca,409
H,independiente,Servicios,65-130,Primaria o Secundaria,1,apodaca,409
H,independiente,Transporte y comunicaciones,25-49,Primaria o Secundaria,1,apodaca,409
H,trabajador,Servicios,18-24,Carrera técnica o preparatoria,0,apodaca,409
H,trabajador,Servicios,50-59,Primaria o Secundaria,0,apodaca,409
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,san_pedro,451
H,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,san_pedro,451
F,trabajador,Servicios,18-24,Primaria o Secundaria,1,san_pedro,451
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,san_pedro,451
H,trabajador,Construcción,18-24,Primaria o Secundaria,1,san_pedro,451
H,trabajador,Servicios,18-24,Sin Instrucción,0,san_pedro,451
H,trabajador,Servicios,15-17,Primaria o Secundaria,0,san_pedro,451
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,san_pedro,451
F,trabajador,Servicios,50-59,Carrera técnica o preparatoria,1,san_pedro,451
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,san_pedro,451
H,independiente,Servicios,25-49,Licenciatura,1,guadalupe,492
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,guadalupe,492
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,guadalupe,492
F,trabajador,Servicios,25-49,Licenciatura,0,guadalupe,492
H,trabajador,Comercio,50-59,Licenciatura,0,guadalupe,492
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,guadalupe,492
F,trabajador,Servicios,18-24,Carrera técnica o preparatoria,1,guadalupe,406
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,1,guadalupe,406
H,trabajador,Construcción,25-49,Sin Instrucción,1,guadalupe,406
H,trabajador,Comercio,60-64,Primaria o Secundaria,0,guadalupe,406
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,guadalupe,406
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,guadalupe,406
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,guadalupe,406
H,independiente,Servicios,50-59,Licenciatura,0,guadalupe,406
H,independiente,Comercio,65-130,Primaria o Secundaria,0,guadalupe,406
F,independiente,Comercio,65-130,Primaria o Secundaria,0,guadalupe,406
H,independiente,Transporte y comunicaciones,25-49,Primaria o Secundaria,1,monterrey,351
H,independiente,Comercio,50-59,Primaria o Secundaria,0,monterrey,351
F,otro,Comercio,50-59,Primaria o Secundaria,1,monterrey,351
F,otro,Comercio,25-49,Licenciatura,1,monterrey,351
H,otro,Comercio,18-24,Carrera técnica o preparatoria,1,monterrey,351
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,1,monterrey,351
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,monterrey,351
H,trabajador,Comercio,15-17,Carrera técnica o preparatoria,0,monterrey,351
H,independiente,Transporte y comunicaciones,25-49,Primaria o Secundaria,1,monterrey,351
H,trabajador,Comercio,18-24,Carrera técnica o preparatoria,0,san_nicolas,461
H,trabajador,Construcción,60-64,Carrera técnica o preparatoria,1,san_nicolas,461
F,trabajador,Servicios,50-59,Primaria o Secundaria,0,san_nicolas,461
F,trabajador,Servicios,60-64,Carrera técnica o preparatoria,0,san_nicolas,461
H,trabajador,Construcción,25-49,Carrera técnica o preparatoria,1,san_nicolas,461
F,trabajador,Comercio,50-59,Carrera técnica o preparatoria,0,guadalupe,456
F,trabajador,Servicios,25-49,Licenciatura,0,guadalupe,456
H,trabajador,Servicios,50-59,Primaria o Secundaria,1,escobedo,554
F,trabajador,Comercio,50-59,Primaria o Secundaria,1,escobedo,554
H,trabajador,Comercio,50-59,Primaria o Secundaria,0,escobedo,554
F,trabajador,Comercio,50-59,Primaria o Secundaria,0,escobedo,554
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,escobedo,554
H,trabajador,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,0,escobedo,554
H,trabajador,Industria manufacturera,65-130,Primaria o Secundaria,0,escobedo,554
H,independiente,Comercio,60-64,Primaria o Secundaria,1,escobedo,554
F,independiente,Servicios,50-59,Primaria o Secundaria,1,escobedo,554
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,escobedo,505
H,trabajador,Servicios,25-49,Licenciatura,0,escobedo,505
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,escobedo,505
F,trabajador,Servicios,25-49,Postgrado,0,escobedo,505
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,escobedo,505
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,apodaca,391
H,trabajador,Servicios,25-49,Licenciatura,0,apodaca,391
H,trabajador,Servicios,60-64,Licenciatura,0,apodaca,391
H,trabajador,Comercio,25-49,Licenciatura,0,apodaca,391
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,1,apodaca,391
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,apodaca,391
